,year,doy,species,latitude,site_id,species_actual,phenophase
91465,2014,208,Malus,50.7833,4242,domestica 'early cultivar',516
91466,2015,205,Malus,50.7833,4242,domestica 'early cultivar',516
91499,2010,205,Malus,49.5,5438,domestica 'early cultivar',516
91500,2011,180,Malus,49.5,5438,domestica 'early cultivar',516
91501,2012,192,Malus,49.5,5438,domestica 'early cultivar',516
91645,2011,243,Malus,50.7167,5453,domestica 'early cultivar',516
91646,2012,249,Malus,50.7167,5453,domestica 'early cultivar',516
91647,2013,254,Malus,50.7167,5453,domestica 'early cultivar',516
91648,2015,252,Malus,50.7167,5453,domestica 'early cultivar',516
91727,2010,232,Malus,51.0,5458,domestica 'early cultivar',516
91728,2011,222,Malus,51.0,5458,domestica 'early cultivar',516
91830,2010,202,Malus,50.5667,5467,domestica 'early cultivar',516
91831,2011,201,Malus,50.5667,5467,domestica 'early cultivar',516
91832,2012,201,Malus,50.5667,5467,domestica 'early cultivar',516
91833,2014,202,Malus,50.5667,5467,domestica 'early cultivar',516
91834,2015,203,Malus,50.5667,5467,domestica 'early cultivar',516
92110,2010,215,Malus,49.4,5491,domestica 'early cultivar',516
92111,2011,226,Malus,49.4,5491,domestica 'early cultivar',516
92112,2012,221,Malus,49.4,5491,domestica 'early cultivar',516
92113,2013,223,Malus,49.4,5491,domestica 'early cultivar',516
92114,2014,224,Malus,49.4,5491,domestica 'early cultivar',516
92115,2015,216,Malus,49.4,5491,domestica 'early cultivar',516
92156,2010,201,Malus,49.8667,5493,domestica 'early cultivar',516
92157,2011,197,Malus,49.8667,5493,domestica 'early cultivar',516
92158,2012,197,Malus,49.8667,5493,domestica 'early cultivar',516
92159,2013,218,Malus,49.8667,5493,domestica 'early cultivar',516
92160,2014,189,Malus,49.8667,5493,domestica 'early cultivar',516
92161,2015,191,Malus,49.8667,5493,domestica 'early cultivar',516
92251,2010,226,Malus,53.4167,5500,domestica 'early cultivar',516
92252,2011,219,Malus,53.4167,5500,domestica 'early cultivar',516
92253,2012,247,Malus,53.4167,5500,domestica 'early cultivar',516
92254,2013,237,Malus,53.4167,5500,domestica 'early cultivar',516
92255,2014,205,Malus,53.4167,5500,domestica 'early cultivar',516
92256,2015,224,Malus,53.4167,5500,domestica 'early cultivar',516
92513,2011,258,Malus,49.7833,5520,domestica 'early cultivar',516
92514,2014,214,Malus,49.7833,5520,domestica 'early cultivar',516
92515,2015,222,Malus,49.7833,5520,domestica 'early cultivar',516
92575,2010,224,Malus,49.3833,5524,domestica 'early cultivar',516
92576,2011,221,Malus,49.3833,5524,domestica 'early cultivar',516
92577,2012,218,Malus,49.3833,5524,domestica 'early cultivar',516
92578,2013,223,Malus,49.3833,5524,domestica 'early cultivar',516
92579,2014,229,Malus,49.3833,5524,domestica 'early cultivar',516
92580,2015,226,Malus,49.3833,5524,domestica 'early cultivar',516
92653,2010,225,Malus,50.45,5530,domestica 'early cultivar',516
92654,2011,210,Malus,50.45,5530,domestica 'early cultivar',516
92655,2012,209,Malus,50.45,5530,domestica 'early cultivar',516
92656,2013,221,Malus,50.45,5530,domestica 'early cultivar',516
92657,2015,212,Malus,50.45,5530,domestica 'early cultivar',516
92684,2010,208,Malus,50.5333,5531,domestica 'early cultivar',516
92685,2011,195,Malus,50.5333,5531,domestica 'early cultivar',516
92686,2012,208,Malus,50.5333,5531,domestica 'early cultivar',516
92687,2013,211,Malus,50.5333,5531,domestica 'early cultivar',516
92688,2014,186,Malus,50.5333,5531,domestica 'early cultivar',516
92689,2015,202,Malus,50.5333,5531,domestica 'early cultivar',516
92718,2010,222,Malus,49.9833,5533,domestica 'early cultivar',516
92719,2011,214,Malus,49.9833,5533,domestica 'early cultivar',516
92720,2012,226,Malus,49.9833,5533,domestica 'early cultivar',516
92721,2013,222,Malus,49.9833,5533,domestica 'early cultivar',516
92722,2014,222,Malus,49.9833,5533,domestica 'early cultivar',516
92723,2015,222,Malus,49.9833,5533,domestica 'early cultivar',516
92755,2010,201,Malus,51.6,5534,domestica 'early cultivar',516
92756,2011,186,Malus,51.6,5534,domestica 'early cultivar',516
92757,2012,199,Malus,51.6,5534,domestica 'early cultivar',516
92758,2013,213,Malus,51.6,5534,domestica 'early cultivar',516
92759,2014,185,Malus,51.6,5534,domestica 'early cultivar',516
92760,2015,198,Malus,51.6,5534,domestica 'early cultivar',516
92847,2010,227,Malus,51.5167,5540,domestica 'early cultivar',516
92848,2011,196,Malus,51.5167,5540,domestica 'early cultivar',516
92849,2012,209,Malus,51.5167,5540,domestica 'early cultivar',516
92850,2013,214,Malus,51.5167,5540,domestica 'early cultivar',516
92851,2014,202,Malus,51.5167,5540,domestica 'early cultivar',516
92852,2015,217,Malus,51.5167,5540,domestica 'early cultivar',516
92872,2011,209,Malus,48.7667,5542,domestica 'early cultivar',516
92873,2012,206,Malus,48.7667,5542,domestica 'early cultivar',516
92874,2014,207,Malus,48.7667,5542,domestica 'early cultivar',516
92875,2015,199,Malus,48.7667,5542,domestica 'early cultivar',516
93081,2010,250,Malus,53.6667,5556,domestica 'early cultivar',516
93082,2011,249,Malus,53.6667,5556,domestica 'early cultivar',516
93083,2013,248,Malus,53.6667,5556,domestica 'early cultivar',516
93084,2015,252,Malus,53.6667,5556,domestica 'early cultivar',516
93170,2010,206,Malus,49.35,5562,domestica 'early cultivar',516
93171,2011,165,Malus,49.35,5562,domestica 'early cultivar',516
93172,2012,183,Malus,49.35,5562,domestica 'early cultivar',516
93173,2013,209,Malus,49.35,5562,domestica 'early cultivar',516
93174,2014,201,Malus,49.35,5562,domestica 'early cultivar',516
93175,2015,207,Malus,49.35,5562,domestica 'early cultivar',516
93214,2010,202,Malus,48.15,568,domestica 'early cultivar',516
93215,2011,189,Malus,48.15,568,domestica 'early cultivar',516
93216,2012,199,Malus,48.15,568,domestica 'early cultivar',516
93217,2013,201,Malus,48.15,568,domestica 'early cultivar',516
93218,2014,191,Malus,48.15,568,domestica 'early cultivar',516
93219,2015,194,Malus,48.15,568,domestica 'early cultivar',516
93275,2010,218,Malus,51.1833,5567,domestica 'early cultivar',516
93276,2011,209,Malus,51.1833,5567,domestica 'early cultivar',516
93277,2012,207,Malus,51.1833,5567,domestica 'early cultivar',516
93278,2013,219,Malus,51.1833,5567,domestica 'early cultivar',516
93279,2014,207,Malus,51.1833,5567,domestica 'early cultivar',516
93280,2015,216,Malus,51.1833,5567,domestica 'early cultivar',516
93312,2010,214,Malus,51.2167,5568,domestica 'early cultivar',516
93313,2011,208,Malus,51.2167,5568,domestica 'early cultivar',516
93314,2012,209,Malus,51.2167,5568,domestica 'early cultivar',516
93315,2013,217,Malus,51.2167,5568,domestica 'early cultivar',516
93316,2014,209,Malus,51.2167,5568,domestica 'early cultivar',516
93317,2015,215,Malus,51.2167,5568,domestica 'early cultivar',516
93363,2011,217,Malus,50.8,5573,domestica 'early cultivar',516
93364,2012,203,Malus,50.8,5573,domestica 'early cultivar',516
93365,2013,234,Malus,50.8,5573,domestica 'early cultivar',516
93366,2014,200,Malus,50.8,5573,domestica 'early cultivar',516
93367,2015,223,Malus,50.8,5573,domestica 'early cultivar',516
93405,2010,231,Malus,50.7167,5576,domestica 'early cultivar',516
93406,2011,208,Malus,50.7167,5576,domestica 'early cultivar',516
93435,2010,205,Malus,49.5833,5577,domestica 'early cultivar',516
93436,2011,192,Malus,49.5833,5577,domestica 'early cultivar',516
93437,2012,201,Malus,49.5833,5577,domestica 'early cultivar',516
93438,2013,217,Malus,49.5833,5577,domestica 'early cultivar',516
93439,2014,199,Malus,49.5833,5577,domestica 'early cultivar',516
93440,2015,210,Malus,49.5833,5577,domestica 'early cultivar',516
93569,2010,236,Malus,49.1333,5587,domestica 'early cultivar',516
93570,2011,199,Malus,49.1333,5587,domestica 'early cultivar',516
93714,2011,225,Malus,50.5833,5599,domestica 'early cultivar',516
93715,2012,219,Malus,50.5833,5599,domestica 'early cultivar',516
93716,2013,222,Malus,50.5833,5599,domestica 'early cultivar',516
93717,2014,217,Malus,50.5833,5599,domestica 'early cultivar',516
93718,2015,226,Malus,50.5833,5599,domestica 'early cultivar',516
93734,2011,191,Malus,48.4667,5600,domestica 'early cultivar',516
93735,2012,212,Malus,48.4667,5600,domestica 'early cultivar',516
93736,2013,208,Malus,48.4667,5600,domestica 'early cultivar',516
93737,2014,187,Malus,48.4667,5600,domestica 'early cultivar',516
93738,2015,196,Malus,48.4667,5600,domestica 'early cultivar',516
93803,2010,220,Malus,50.8,5604,domestica 'early cultivar',516
93804,2011,209,Malus,50.8,5604,domestica 'early cultivar',516
93805,2012,221,Malus,50.8,5604,domestica 'early cultivar',516
93806,2014,229,Malus,50.8,5604,domestica 'early cultivar',516
93807,2015,219,Malus,50.8,5604,domestica 'early cultivar',516
93935,2011,194,Malus,51.8833,5615,domestica 'early cultivar',516
93936,2012,208,Malus,51.8833,5615,domestica 'early cultivar',516
93937,2013,216,Malus,51.8833,5615,domestica 'early cultivar',516
94146,2011,219,Malus,54.6167,5629,domestica 'early cultivar',516
94147,2012,217,Malus,54.6167,5629,domestica 'early cultivar',516
94148,2013,227,Malus,54.6167,5629,domestica 'early cultivar',516
94149,2014,207,Malus,54.6167,5629,domestica 'early cultivar',516
94150,2015,216,Malus,54.6167,5629,domestica 'early cultivar',516
94187,2010,242,Malus,49.0667,5631,domestica 'early cultivar',516
94188,2011,231,Malus,49.0667,5631,domestica 'early cultivar',516
94189,2013,209,Malus,49.0667,5631,domestica 'early cultivar',516
94190,2014,200,Malus,49.0667,5631,domestica 'early cultivar',516
94191,2015,200,Malus,49.0667,5631,domestica 'early cultivar',516
94217,2010,216,Malus,52.0833,5632,domestica 'early cultivar',516
94218,2011,201,Malus,52.0833,5632,domestica 'early cultivar',516
94219,2012,219,Malus,52.0833,5632,domestica 'early cultivar',516
94220,2013,216,Malus,52.0833,5632,domestica 'early cultivar',516
94221,2014,214,Malus,52.0833,5632,domestica 'early cultivar',516
94222,2015,223,Malus,52.0833,5632,domestica 'early cultivar',516
94262,2010,246,Malus,50.4333,5634,domestica 'early cultivar',516
94263,2011,191,Malus,50.4333,5634,domestica 'early cultivar',516
94264,2012,245,Malus,50.4333,5634,domestica 'early cultivar',516
94265,2013,237,Malus,50.4333,5634,domestica 'early cultivar',516
94266,2014,227,Malus,50.4333,5634,domestica 'early cultivar',516
94267,2015,232,Malus,50.4333,5634,domestica 'early cultivar',516
94320,2013,242,Malus,54.3167,5641,domestica 'early cultivar',516
94321,2014,232,Malus,54.3167,5641,domestica 'early cultivar',516
94322,2015,242,Malus,54.3167,5641,domestica 'early cultivar',516
94371,2010,219,Malus,51.7833,5644,domestica 'early cultivar',516
94372,2011,210,Malus,51.7833,5644,domestica 'early cultivar',516
94373,2012,210,Malus,51.7833,5644,domestica 'early cultivar',516
94374,2013,220,Malus,51.7833,5644,domestica 'early cultivar',516
94501,2014,222,Malus,47.7333,5654,domestica 'early cultivar',516
94502,2015,218,Malus,47.7333,5654,domestica 'early cultivar',516
94538,2010,217,Malus,52.6,5656,domestica 'early cultivar',516
94539,2011,199,Malus,52.6,5656,domestica 'early cultivar',516
94540,2012,210,Malus,52.6,5656,domestica 'early cultivar',516
94541,2014,184,Malus,52.6,5656,domestica 'early cultivar',516
94595,2010,232,Malus,52.3833,5659,domestica 'early cultivar',516
94596,2011,217,Malus,52.3833,5659,domestica 'early cultivar',516
94663,2010,203,Malus,51.35,5665,domestica 'early cultivar',516
94689,2010,232,Malus,54.2333,5666,domestica 'early cultivar',516
94690,2011,217,Malus,54.2333,5666,domestica 'early cultivar',516
94691,2012,237,Malus,54.2333,5666,domestica 'early cultivar',516
94692,2013,218,Malus,54.2333,5666,domestica 'early cultivar',516
94693,2014,216,Malus,54.2333,5666,domestica 'early cultivar',516
94694,2015,222,Malus,54.2333,5666,domestica 'early cultivar',516
94768,2010,223,Malus,50.9,5675,domestica 'early cultivar',516
94769,2011,213,Malus,50.9,5675,domestica 'early cultivar',516
94770,2012,210,Malus,50.9,5675,domestica 'early cultivar',516
94771,2013,226,Malus,50.9,5675,domestica 'early cultivar',516
94772,2014,217,Malus,50.9,5675,domestica 'early cultivar',516
94773,2015,216,Malus,50.9,5675,domestica 'early cultivar',516
94856,2010,214,Malus,50.6167,5683,domestica 'early cultivar',516
94857,2011,157,Malus,50.6167,5683,domestica 'early cultivar',516
94858,2012,194,Malus,50.6167,5683,domestica 'early cultivar',516
94884,2010,263,Malus,53.7333,5684,domestica 'early cultivar',516
94885,2011,243,Malus,53.7333,5684,domestica 'early cultivar',516
94886,2014,214,Malus,53.7333,5684,domestica 'early cultivar',516
94897,2011,196,Malus,54.0667,5685,domestica 'early cultivar',516
94898,2012,212,Malus,54.0667,5685,domestica 'early cultivar',516
95164,2010,246,Malus,51.3833,5707,domestica 'early cultivar',516
95165,2011,201,Malus,51.3833,5707,domestica 'early cultivar',516
95166,2012,209,Malus,51.3833,5707,domestica 'early cultivar',516
95167,2013,213,Malus,51.3833,5707,domestica 'early cultivar',516
95168,2014,191,Malus,51.3833,5707,domestica 'early cultivar',516
95169,2015,230,Malus,51.3833,5707,domestica 'early cultivar',516
95222,2010,208,Malus,49.4,5712,domestica 'early cultivar',516
95252,2010,215,Malus,52.7667,5713,domestica 'early cultivar',516
95253,2011,207,Malus,52.7667,5713,domestica 'early cultivar',516
95254,2012,212,Malus,52.7667,5713,domestica 'early cultivar',516
95255,2013,218,Malus,52.7667,5713,domestica 'early cultivar',516
95256,2014,203,Malus,52.7667,5713,domestica 'early cultivar',516
95257,2015,214,Malus,52.7667,5713,domestica 'early cultivar',516
95323,2011,208,Malus,49.7333,5721,domestica 'early cultivar',516
95324,2012,204,Malus,49.7333,5721,domestica 'early cultivar',516
95325,2013,218,Malus,49.7333,5721,domestica 'early cultivar',516
95326,2014,196,Malus,49.7333,5721,domestica 'early cultivar',516
95327,2015,213,Malus,49.7333,5721,domestica 'early cultivar',516
95354,2010,216,Malus,54.0667,5722,domestica 'early cultivar',516
95355,2011,209,Malus,54.0667,5722,domestica 'early cultivar',516
95356,2012,215,Malus,54.0667,5722,domestica 'early cultivar',516
95357,2013,236,Malus,54.0667,5722,domestica 'early cultivar',516
95358,2014,215,Malus,54.0667,5722,domestica 'early cultivar',516
95359,2015,224,Malus,54.0667,5722,domestica 'early cultivar',516
95438,2015,200,Malus,49.45,2849,domestica 'early cultivar',516
95521,2010,217,Malus,50.3,5731,domestica 'early cultivar',516
95522,2011,214,Malus,50.3,5731,domestica 'early cultivar',516
95523,2012,210,Malus,50.3,5731,domestica 'early cultivar',516
95524,2013,214,Malus,50.3,5731,domestica 'early cultivar',516
95525,2014,208,Malus,50.3,5731,domestica 'early cultivar',516
95526,2015,204,Malus,50.3,5731,domestica 'early cultivar',516
95578,2010,214,Malus,49.0,5736,domestica 'early cultivar',516
95579,2011,192,Malus,49.0,5736,domestica 'early cultivar',516
95580,2012,208,Malus,49.0,5736,domestica 'early cultivar',516
95581,2013,215,Malus,49.0,5736,domestica 'early cultivar',516
95582,2015,210,Malus,49.0,5736,domestica 'early cultivar',516
95622,2010,210,Malus,49.0333,5738,domestica 'early cultivar',516
95623,2011,197,Malus,49.0333,5738,domestica 'early cultivar',516
95624,2012,201,Malus,49.0333,5738,domestica 'early cultivar',516
95625,2013,218,Malus,49.0333,5738,domestica 'early cultivar',516
95626,2014,196,Malus,49.0333,5738,domestica 'early cultivar',516
95627,2015,196,Malus,49.0333,5738,domestica 'early cultivar',516
95684,2010,227,Malus,49.0667,5744,domestica 'early cultivar',516
95685,2011,241,Malus,49.0667,5744,domestica 'early cultivar',516
95686,2012,237,Malus,49.0667,5744,domestica 'early cultivar',516
95687,2015,199,Malus,49.0667,5744,domestica 'early cultivar',516
95719,2010,215,Malus,49.5,5746,domestica 'early cultivar',516
95720,2012,203,Malus,49.5,5746,domestica 'early cultivar',516
95778,2010,216,Malus,47.7667,5749,domestica 'early cultivar',516
95779,2011,197,Malus,47.7667,5749,domestica 'early cultivar',516
95780,2012,218,Malus,47.7667,5749,domestica 'early cultivar',516
95781,2013,208,Malus,47.7667,5749,domestica 'early cultivar',516
95782,2014,199,Malus,47.7667,5749,domestica 'early cultivar',516
95783,2015,196,Malus,47.7667,5749,domestica 'early cultivar',516
95811,2010,213,Malus,48.0833,5750,domestica 'early cultivar',516
95812,2011,213,Malus,48.0833,5750,domestica 'early cultivar',516
95813,2012,201,Malus,48.0833,5750,domestica 'early cultivar',516
95814,2013,242,Malus,48.0833,5750,domestica 'early cultivar',516
95815,2015,244,Malus,48.0833,5750,domestica 'early cultivar',516
95878,2010,227,Malus,47.45,5755,domestica 'early cultivar',516
95879,2011,223,Malus,47.45,5755,domestica 'early cultivar',516
95880,2012,220,Malus,47.45,5755,domestica 'early cultivar',516
95881,2013,251,Malus,47.45,5755,domestica 'early cultivar',516
95882,2014,220,Malus,47.45,5755,domestica 'early cultivar',516
95883,2015,219,Malus,47.45,5755,domestica 'early cultivar',516
95922,2010,229,Malus,53.1,5760,domestica 'early cultivar',516
95923,2011,237,Malus,53.1,5760,domestica 'early cultivar',516
95924,2012,233,Malus,53.1,5760,domestica 'early cultivar',516
95925,2013,243,Malus,53.1,5760,domestica 'early cultivar',516
95926,2014,226,Malus,53.1,5760,domestica 'early cultivar',516
95927,2015,233,Malus,53.1,5760,domestica 'early cultivar',516
95946,2013,215,Malus,51.1833,5762,domestica 'early cultivar',516
95947,2015,202,Malus,51.1833,5762,domestica 'early cultivar',516
96047,2013,190,Malus,49.9333,5768,domestica 'early cultivar',516
96048,2014,215,Malus,49.9333,5768,domestica 'early cultivar',516
96049,2015,231,Malus,49.9333,5768,domestica 'early cultivar',516
96072,2011,209,Malus,51.35,5769,domestica 'early cultivar',516
96073,2012,217,Malus,51.35,5769,domestica 'early cultivar',516
96074,2013,233,Malus,51.35,5769,domestica 'early cultivar',516
96075,2014,218,Malus,51.35,5769,domestica 'early cultivar',516
